,portfolio,investment,cash
2017-03-21,104694.34813622001,53986.81396906001,50707.53416716
2017-03-22,104233.53681707999,53526.00264991999,50707.53416716
2017-03-23,104601.13382068,53893.599653519996,50707.53416716
2017-03-24,105445.95263186001,52514.25148009,52931.70115177
2017-03-27,105399.22875007999,52467.52759830999,52931.70115177
2017-03-28,105611.15969261,52679.45854084001,52931.70115177
2017-03-29,105730.56660559,50860.66545382,54869.90115177
2017-03-30,106016.35380163,51146.45264986,54869.90115177
2017-03-31,106266.25871483999,53237.707435569995,53028.551279269996
2017-04-03,106708.75978385,54461.174075790004,52247.585708059996
2017-04-05,107145.33102586,57106.9954678,50038.33555806
2017-04-06,107479.20175906998,57440.866201009994,50038.33555806
2017-04-07,106991.08026511999,54684.59470706,52306.48555806
2017-04-10,107191.41556803999,50325.68057998,56865.734988059994
2017-04-11,107426.46850998,50560.73352192,56865.734988059994
2017-04-12,107829.09894451,50963.363956450004,56865.734988059994
2017-04-13,108252.21965796,51386.4846699,56865.734988059994
2017-04-17,107883.01637075999,51017.2813827,56865.734988059994
2017-04-18,107653.86600375999,50327.9713477,57325.894656059994
2017-04-19,108267.65584046,51218.88138672,57048.77445373999
2017-04-20,108750.04894113,51701.27448739,57048.77445373999
2017-04-21,108395.51321673999,51346.738763,57048.77445373999
2017-04-24,108972.27882473999,51923.504370999995,57048.77445373999
2017-04-25,109439.53083075999,52390.75637702001,57048.77445373999
2017-04-26,109427.88958446,52736.00263072,56691.886953739995
2017-04-27,109242.29041516,52997.70364142,56244.58677374
2017-04-28,109357.28841416,53112.70164042,56244.58677374
2017-05-02,109356.44549655999,53111.85872282,56244.58677374
2017-05-03,109441.49767396,53643.91090022,55797.58677374
2017-05-04,109221.01945563001,53423.43268189001,55797.58677374
2017-05-05,108723.09536996,52392.50859622,56330.58677374
2017-05-08,108971.66518655,52641.07841281,56330.58677374
2017-05-09,109135.94397115,52805.35719741,56330.58677374
2017-05-10,109446.24904406999,53115.66227033,56330.58677374
2017-05-11,109306.85540955,52976.26863581,56330.58677374
2017-05-12,108772.38986304999,52441.80308931,56330.58677374
2017-05-15,108712.14272996,53638.55469922,55073.58803074
2017-05-16,108774.58331838998,53700.99528764999,55073.58803074
2017-05-17,108786.92860588999,53713.340575149996,55073.58803074
2017-05-18,107538.32389665,52940.00149906,54598.322397590004
2017-05-19,107057.13033093,52458.80793334,54598.322397590004
2017-05-22,106607.43377214001,52870.241143549996,53737.192628590004
2017-05-23,106024.83296629999,52287.64033770999,53737.192628590004
2017-05-24,105322.32335147,51585.13072287999,53737.192628590004
2017-05-25,106228.04734090001,52206.05472431001,54021.99261659
2017-05-26,107013.15521031,55544.18814766999,51468.967062640004
2017-05-29,106952.26950184,55483.3024392,51468.967062640004
2017-05-30,106646.46444236001,55177.49737972001,51468.967062640004
2017-05-31,107173.23299149,55704.26592885,51468.967062640004
2017-06-01,107427.26390384001,55064.06470417,52363.19919967
2017-06-02,107769.82856145,57118.029401780004,50651.79915967
2017-06-05,108027.76005205,57375.96089237999,50651.79915967
2017-06-06,107376.24792604,56724.448766370006,50651.79915967
2017-06-07,107674.51757639,57022.71841672,50651.79915967
2017-06-08,108365.33199748,57638.00157035999,50727.33042712
2017-06-09,108506.80149646002,57779.471069340005,50727.33042712
2017-06-12,108088.33640796001,54150.57598084,53937.76042712
2017-06-13,108236.03073206,54489.95780494,53746.07292712
2017-06-14,108355.61977789001,54282.04685077,54073.57292712
2017-06-15,108297.20017225001,54223.62724513,54073.57292712
2017-06-16,107996.22940464,53922.65647752,54073.57292712
2017-06-19,108018.80220453,52888.22931741,55130.572887120004
2017-06-20,108187.4773353,53056.90444818,55130.572887120004
2017-06-21,107953.72768436,52823.15479724,55130.572887120004
2017-06-22,107568.41778073,52437.84489361,55130.572887120004
2017-06-23,107129.76423108001,51999.19134396,55130.572887120004
2017-06-27,106532.8204037,51402.24751658,55130.572887120004
2017-06-28,106750.98806477,51620.41517765001,55130.572887120004
2017-06-29,106827.30329843,52226.38041131,54600.92288712
2017-06-30,107038.68589517,52437.76300805,54600.92288712
2017-07-03,107391.86092248,49976.938035360006,57414.92288712
2017-07-04,107288.63678203,50940.478047309996,56348.158734720004
2017-07-05,107606.77612404,51258.617389319996,56348.158734720004
2017-07-06,107563.10445755,51214.945722829994,56348.158734720004
2017-07-07,107615.49518397001,51267.336449250004,56348.158734720004
2017-07-10,108109.35489959,51761.19616487,56348.158734720004
2017-07-11,108333.46794729,51985.30921257,56348.158734720004
2017-07-12,108740.05403754,51872.14530282,56867.908734720004
2017-07-13,108869.626188,52001.71745328,56867.908734720004
2017-07-14,108634.71458504,51766.80585032,56867.908734720004
2017-07-17,108679.41223675001,51923.40980619001,56756.00243056
2017-07-18,108310.5202527,51166.80613776999,57143.71411493
2017-07-19,108603.58434739,51459.87023246,57143.71411493
2017-07-20,108378.26059556,46716.43362963,61661.82696593
2017-07-21,108259.12789395,51296.80112302,56962.32677093
2017-07-24,108204.28840699999,51241.961636069995,56962.32677093
2017-07-25,108041.87712657999,51079.55035565,56962.32677093
2017-07-26,108021.3704149,51059.04364397,56962.32677093
2017-07-27,107550.20408674999,50587.87731582,56962.32677093
2017-07-28,107672.97771643,50710.650945500005,56962.32677093
2017-07-31,108124.45997011,50717.74569918,57406.714270929995
2017-08-01,108459.05397134,51416.07970041,57042.97427093
2017-08-02,108537.7333781,51494.75910717001,57042.97427093
2017-08-03,108311.18292937,51544.208658439995,56766.97427093
2017-08-04,108746.45921963999,51979.48494870999,56766.97427093
2017-08-07,109714.08522951999,52947.11095859,56766.97427093
2017-08-08,109566.1932023,52799.21893137001,56766.97427093
2017-08-09,109541.55701035999,52314.10615182999,57227.45085853
2017-08-10,108551.89298203,51992.50660338,56559.38637865
2017-08-11,109043.32836850999,53229.95026823999,55813.37810027
2017-08-14,110309.47063028,34474.09760893,75835.37302135
2017-08-16,110636.84510705,62140.322085700005,48496.523021349996
2017-08-17,111929.03756158,63432.514540230004,48496.523021349996
2017-08-18,113280.01327940999,64783.49025806,48496.523021349996
2017-08-21,114052.81649554998,65556.29347419999,48496.523021349996
2017-08-22,112594.32449923,64097.801477880006,48496.523021349996
2017-08-23,112685.39841773,64188.87539638,48496.523021349996
2017-08-24,112789.51374661,34135.94072526,78653.57302134999
2017-08-28,112936.42980568,62440.18623729,50496.24356839
2017-08-29,112422.76904727,61926.52547888,50496.24356839
2017-08-30,112662.87557437,62166.63200598,50496.24356839
2017-08-31,113225.93963293999,62729.69606455,50496.24356839
2017-09-01,113203.46366657,62707.22009818,50496.24356839
2017-09-04,112847.61454623,59624.47097784,53223.14356839
2017-09-05,112983.37904649999,59760.23547811,53223.14356839
2017-09-06,112543.74208053,59320.59851214,53223.14356839
2017-09-07,112335.45057253,59112.30700414,53223.14356839
2017-09-08,112447.9153976,59224.771829209996,53223.14356839
2017-09-11,112779.75797054998,59556.61440215999,53223.14356839
2017-09-12,113082.16172871001,59859.01816032001,53223.14356839
2017-09-13,112667.25492425001,59444.111355860005,53223.14356839
2017-09-14,112587.74911631999,59076.53755071999,53511.211565599995
2017-09-15,112394.39540552,58883.183839920006,53511.211565599995
2017-09-18,112973.93714306,59462.72557746,53511.211565599995
2017-09-19,112841.05923986001,59329.84767426002,53511.211565599995
2017-09-20,112636.25268268,60890.34074708001,51745.911935599994
2017-09-21,112495.45967127998,58627.94772567999,53867.511945599996
2017-09-22,111128.68515775999,59999.474773999995,51129.21038375999
2017-09-25,110704.08383684,59574.87345308,51129.21038375999
2017-09-26,110124.44917476,57949.238791,52175.21038375999
2017-09-27,108227.34858383998,59583.43820007999,48643.91038375999
2017-09-28,108256.27670775999,59500.016253999995,48756.26045375999
2017-09-29,106435.80066775999,61389.890214,45045.91045375999
2017-10-03,105918.21877683999,60872.30832308,45045.91045375999
2017-10-04,107811.70917275999,62765.79871899999,45045.91045375999
2017-10-05,109797.93431275999,64752.023859,45045.91045375999
2017-10-06,110443.70193375999,65397.79148,45045.91045375999
2017-10-09,110814.08733976,65768.176886,45045.91045375999
2017-10-10,111364.44412576,66318.533672,45045.91045375999
2017-10-11,110500.28695134,65454.37649758,45045.91045375999
2017-10-12,110573.24801375999,64689.837556,45883.410457759994
2017-10-13,110320.21660284,62685.80614508,47634.410457759994
2017-10-16,110082.53138775998,63787.02093,46295.51045775999
2017-10-17,109560.32267584,63264.81221808,46295.51045775999
2017-10-18,109199.90231876,62904.391861000004,46295.51045775999
2017-10-19,108682.99353784,62387.483080080005,46295.51045775999
2017-10-23,109908.22895175999,63612.718494,46295.51045775999
2017-10-24,110562.26879876,64266.75834100001,46295.51045775999
2017-10-25,111579.69818833999,65284.18773057999,46295.51045775999
2017-10-26,111945.88535875999,65650.37490099999,46295.51045775999
2017-10-27,111071.65411275998,64791.14365499999,46280.51045775999
2017-10-30,111417.28318684001,65136.77272908001,46280.51045775999
2017-10-31,111055.88990434,64775.37944658,46280.51045775999
2017-11-01,111228.27957933999,64947.76912158,46280.51045775999
2017-11-02,111640.96071376,64816.15027600001,46824.810437759996
2017-11-03,111126.63954775999,64301.82911,46824.810437759996
2017-11-06,114464.87079875999,67640.060361,46824.810437759996
2017-11-07,112546.88936084001,65722.07892308001,46824.810437759996
2017-11-08,111042.82829087,62762.62594728,48280.20234359
2017-11-09,111136.63401032,62856.43166673,48280.20234359
2017-11-10,110494.37374047999,62214.17139689,48280.20234359
2017-11-13,110447.82366922998,62167.62132563999,48280.20234359
2017-11-14,110494.9700569,62214.76771331001,48280.20234359
2017-11-15,109470.65379702,61611.726448429996,47858.92734859
2017-11-16,110383.47036988,62524.543021289996,47858.92734859
2017-11-17,110341.35086872001,62482.42352013001,47858.92734859
2017-11-20,110548.44966808,62689.52231949,47858.92734859
2017-11-21,110748.38996914,62889.462620549995,47858.92734859
2017-11-22,111037.60677032999,63178.67942174,47858.92734859
2017-11-23,111221.4881818,62196.56072321001,49024.92745859
2017-11-24,111162.20663713,62137.279178540004,49024.92745859
2017-11-27,111546.82256738999,62521.895108799996,49024.92745859
2017-11-28,111966.86074159999,62941.933283009996,49024.92745859
2017-11-29,111178.39569969,62153.468241099996,49024.92745859
2017-11-30,110957.23258964001,61932.30513105001,49024.92745859
2017-12-01,110313.71907559,60692.791617,49620.92745859
2017-12-04,110070.74051804,60619.75896399999,49450.98155404
2017-12-05,109291.95259203999,59996.71616899999,49295.23642304
2017-12-06,108371.44430922,59076.20788618,49295.23642304
2017-12-07,109490.86715303999,60195.63073,49295.23642304
2017-12-08,109616.38369462,60321.147271580005,49295.23642304
2017-12-11,109713.88416904,60418.647746,49295.23642304
2017-12-12,108810.98959212,59515.753169079995,49295.23642304
2017-12-13,108323.75513422,59028.518711180004,49295.23642304
2017-12-14,107679.08520844,58383.84878539999,49295.23642304
2017-12-15,107485.35162462,58190.11520158001,49295.23642304
2017-12-18,107263.33469812,57968.09827508,49295.23642304
2017-12-19,108975.48482361999,59419.348430579994,49556.13639304
2017-12-20,111949.92042204,62393.784029,49556.13639304
2017-12-21,111429.79085844,61873.6544654,49556.13639304
2017-12-22,110846.37140185999,57580.23500881999,53266.13639304
2017-12-26,110682.58833922,57416.45194618001,53266.13639304
2017-12-27,110287.17020704,57021.033814,53266.13639304
2017-12-28,110585.50055011999,58126.364157079995,52459.13639304
2017-12-29,110625.16433062,58166.02793758,52459.13639304
2018-01-01,110887.18095122,58428.04455818,52459.13639304
2018-01-02,112079.26449621998,59620.128103179995,52459.13639304
2018-01-03,111575.97557894001,59116.839185900004,52459.13639304
2018-01-04,112033.16689495998,59949.025866239994,52084.14102872
2018-01-05,112071.4710005,59987.329971780004,52084.14102872
2018-01-08,112608.94920855999,62093.05816984,50515.891038719994
2018-01-09,112182.03462821999,61666.1435895,50515.891038719994
2018-01-10,111988.66755091998,61472.7765122,50515.891038719994
2018-01-11,112307.30552885999,61791.41449014,50515.891038719994
2018-01-12,111897.00473264,61381.11369392,50515.891038719994
2018-01-15,112045.51525619999,61529.62421747999,50515.891038719994
2018-01-16,110453.66324506,59937.77220634001,50515.891038719994
2018-01-17,110137.16763747999,59621.27659876,50515.891038719994
2018-01-18,108952.95295886,58437.06192014001,50515.891038719994
2018-01-19,109219.17597321999,58703.28493449999,50515.891038719994
2018-01-22,109342.90243575998,58827.01139703999,50515.891038719994
2018-01-23,109025.53090033999,58509.639861619995,50515.891038719994
2018-01-24,107743.33868806,57218.58514934,50524.75353872
2018-01-25,106830.34051116,56305.58697244,50524.75353872
2018-01-29,105854.6243614,55329.87082268,50524.75353872
2018-01-30,106186.6362048,56015.18264608001,50171.45355871999
2018-01-31,106573.85586109999,56402.40230238,50171.45355871999
2018-02-01,106379.93984531998,56208.4862866,50171.45355871999
2018-02-02,103557.64116961998,53386.18761089999,50171.45355871999
2018-02-05,103084.10065623999,52912.64709751999,50171.45355871999
2018-02-06,100972.66341514,48855.20979642001,52117.45361871999
2018-02-07,102157.96446035999,22766.36080164,79391.60365871999
2018-02-08,102262.49666801999,16455.150074999998,85807.34659301999
2018-02-09,103254.57190001999,79456.874977,23797.69692301999
2018-02-12,103104.90942501999,79307.212502,23797.69692301999
2018-02-14,103358.27759602,79560.580673,23797.69692301999
2018-02-15,102274.40798009999,78476.71105708,23797.69692301999
2018-02-16,102208.14140102,77387.74451,24820.39689101999
2018-02-19,101049.36489509998,76228.96800407999,24820.39689101999
2018-02-20,100858.49670102,76038.09981000001,24820.39689101999
2018-02-21,102946.61587101998,78126.21897999999,24820.39689101999
2018-02-22,103448.52859601998,78628.13170499999,24820.39689101999
2018-02-23,100381.27707102,75560.88018000001,24820.39689101999
2018-02-26,100902.2147551,76081.81786408,24820.39689101999
2018-02-27,100731.36598101999,75910.96909,24820.39689101999
2018-02-28,101145.80864601998,76325.411755,24820.39689101999
2018-03-01,99380.24648009999,72039.84958908,27340.39689101999
2018-03-05,99708.51605102,72368.11916,27340.39689101999
2018-03-06,97580.23986509998,70239.84297407999,27340.39689101999
2018-03-07,95883.69096759999,68543.29407658,27340.39689101999
2018-03-08,96669.84545009998,69329.44855907999,27340.39689101999
2018-03-09,96350.05867009998,69009.66177908,27340.39689101999
2018-03-12,96948.87135101999,69776.42447,27172.44688101999
2018-03-13,97658.07906101999,70485.63218,27172.44688101999
2018-03-14,97823.3660726,70650.91919158,27172.44688101999
2018-03-15,98266.99714601997,71094.55026499998,27172.44688101999
2018-03-16,97533.07861101998,70360.63173,27172.44688101999
2018-03-19,95800.69757102,68628.25069000002,27172.44688101999
2018-03-20,95604.2587751,68431.81189408,27172.44688101999
2018-03-21,95611.37155601999,68438.924675,27172.44688101999
2018-03-22,94802.90970101999,67630.46282,27172.44688101999
2018-03-23,94926.17801101999,67753.73113,27172.44688101999
2018-03-26,95817.60864009998,68645.16175907999,27172.44688101999
2018-03-27,96833.69058102,67596.94377,29236.74681101999
2018-03-28,96740.57767102,67503.83086,29236.74681101999
2018-04-02,99452.55957009998,70215.81275908,29236.74681101999
2018-04-03,99804.73978102,70567.99297,29236.74681101999
2018-04-04,98470.55312602001,69233.80631500001,29236.74681101999
2018-04-05,99242.52775601999,70005.78094499999,29236.74681101999
2018-04-06,99561.51664602,70324.769835,29236.74681101999
2018-04-09,99706.10264259999,70469.35583158,29236.74681101999
2018-04-10,99179.83950032,69668.33727115,29511.502229169993
2018-04-11,99806.56866761998,70797.56643845,29009.002229169993
2018-04-12,99507.0697924,70498.06756323,29009.002229169993
2018-04-13,100724.64649906999,69624.6442699,31100.002229169993
2018-04-16,101877.73446771997,70777.73223854999,31100.002229169993
2018-04-17,102365.01784049999,71265.01561133,31100.002229169993
2018-04-18,101393.27361911998,70293.27138995,31100.002229169993
2018-04-19,101125.2408647,70025.23863553,31100.002229169993
2018-04-20,100361.66965786999,69261.6674287,31100.002229169993
2018-04-23,101532.67335242001,70432.67112325001,31100.002229169993
2018-04-24,101913.22903192,70813.22680275,31100.002229169993
2018-04-25,102719.25475969998,71619.25253053,31100.002229169993
2018-04-26,103956.21171842,72856.20948925,31100.002229169993
2018-04-27,104774.76552041998,73709.02960297,31065.735917449994
2018-04-30,105762.77903672997,74697.04311927999,31065.735917449994
2018-05-02,103534.34906113,72468.61314368,31065.735917449994
2018-05-03,102526.16726610999,71460.43134866,31065.735917449994
2018-05-04,102507.88099198,71442.14507453,31065.735917449994
2018-05-07,102675.61021068,71609.87429323001,31065.735917449994
2018-05-08,103289.48781157,72223.75189412001,31065.735917449994
2018-05-09,103333.65119491,72267.91527746001,31065.735917449994
2018-05-10,102672.49554069,71606.75962324,31065.735917449994
2018-05-11,103064.1925072,71998.45658975,31065.735917449994
2018-05-14,102264.72302564999,71198.9871082,31065.735917449994
2018-05-15,101888.45107328001,71020.71515583001,30867.735917449994
2018-05-16,102136.63374078998,71268.89782334,30867.735917449994
2018-05-17,101791.52941923999,70923.79350179,30867.735917449994
2018-05-18,99426.77852932,68559.04261187,30867.735917449994
2018-05-21,98264.84165257,67397.10573512,30867.735917449994
2018-05-22,98885.59449172,68017.85857427001,30867.735917449994
2018-05-23,98105.65554472,66904.65329345,31201.002251269994
2018-05-24,98712.59180067,67971.38953839999,30741.202262269995
2018-05-25,100093.71865781999,69352.51639555,30741.202262269995
2018-05-28,100354.31704172,69613.11477945,30741.202262269995
2018-05-29,100010.96958352,69269.76732125,30741.202262269995
2018-05-30,100043.13230517,69301.9300429,30741.202262269995
2018-05-31,100267.82445577,69526.6221935,30741.202262269995
2018-06-01,99488.98347941999,68747.78121715,30741.202262269995
2018-06-04,97991.61815786999,67250.4158956,30741.202262269995
2018-06-05,96351.96293345,65536.85664658001,30815.106286869996
2018-06-06,96654.01986945,65838.91358258,30815.106286869996
2018-06-07,97342.42502986999,66935.418762,30407.006267869994
2018-06-08,97833.41939694998,67426.41312907999,30407.006267869994
2018-06-11,98144.44473387,67737.438466,30407.006267869994
2018-06-12,99282.13756787,68875.13130000001,30407.006267869994
2018-06-13,98665.85509494999,67767.00878408,30898.846310869994
2018-06-14,99613.76785545,68714.92154458001,30898.846310869994
2018-06-15,98246.55897345001,67602.06264258001,30644.496330869995
2018-06-18,98064.12693094999,67419.63060008,30644.496330869995
2018-06-19,96610.45388287,65965.957552,30644.496330869995
2018-06-20,97086.32610495,66441.82977408,30644.496330869995
2018-06-21,96222.68224087,65578.18591,30644.496330869995
2018-06-22,96778.79810887,66662.30177800001,30116.496330869995
2018-06-25,94990.03599686999,64873.539666000004,30116.496330869995
2018-06-26,94473.64907287,64357.152742,30116.496330869995
2018-06-27,94296.98632887,64180.489998000005,30116.496330869995
2018-06-28,92466.33566987,62349.839339,30116.496330869995
2018-06-29,93918.96922045,63802.47288958001,30116.496330869995
2018-07-02,93923.84624267,59317.97246027,34605.8737824
2018-07-03,93726.7116718,59120.837889400005,34605.8737824
2018-07-04,94795.05233933,60189.178556930005,34605.8737824
2018-07-05,94054.31760370001,59448.4438213,34605.8737824
2018-07-06,94355.31636589998,59595.84258049999,34759.4737854
2018-07-09,94826.451349,60066.9775636,34759.4737854
2018-07-10,95499.06099890001,60739.5872135,34759.4737854
2018-07-11,95348.85218829,60589.37840289,34759.4737854
2018-07-12,96674.50184998999,61915.02806459,34759.4737854
2018-07-13,96760.91005688999,62490.338904,34270.57115289
2018-07-16,95456.86669389,61186.295541,34270.57115289
2018-07-17,96156.01747589001,61885.44632300001,34270.57115289
2018-07-18,94955.02142989001,60684.450277,34270.57115289
2018-07-19,94514.44549789,60243.874345,34270.57115289
2018-07-20,94300.95259289001,60030.381440000005,34270.57115289
2018-07-23,94702.19038389,60431.619231000004,34270.57115289
2018-07-24,95666.31743789,61395.746285,34270.57115289
2018-07-25,96579.21540188999,62784.644249,33794.57115289
2018-07-26,96902.83586389001,63108.26471100001,33794.57115289
2018-07-27,98620.64610389,64826.074950999995,33794.57115289
2018-07-30,97183.05729989,63388.486147,33794.57115289
2018-07-31,97033.02156689,63238.450414000006,33794.57115289
2018-08-01,96568.84092489,62774.269772,33794.57115289
2018-08-02,96562.10145089001,62767.530298000005,33794.57115289
2018-08-03,96185.05055988999,62624.729407,33560.32115289
2018-08-06,96780.34076189,63220.019608999995,33560.32115289
2018-08-07,96008.05164989,62447.730497000004,33560.32115289
2018-08-08,95541.73165389,61981.410501000006,33560.32115289
2018-08-09,95045.62634789001,61485.30519500001,33560.32115289
2018-08-10,94882.03105089,61321.709898,33560.32115289
2018-08-13,94264.57129789,60704.250145,33560.32115289
2018-08-14,94722.74520189,61162.424048999994,33560.32115289
2018-08-16,94916.67065389,61356.349501000004,33560.32115289
2018-08-17,95476.65857919,59972.806232799994,35503.85234639
2018-08-20,95996.51988899,60492.6675426,35503.85234639
2018-08-21,96135.02183024,60631.16948385,35503.85234639
2018-08-23,95140.23315349,59636.380807099995,35503.85234639
2018-08-24,95443.95793929,59940.1055929,35503.85234639
2018-08-27,95914.33635643999,60524.48401004999,35389.85234639
2018-08-28,95886.76097479,60496.90862839999,35389.85234639
2018-08-29,95765.56920984,60375.71686345,35389.85234639
2018-08-30,95135.60445314,59745.75210675,35389.85234639
2018-08-31,94944.47373114,59554.62138475,35389.85234639
2018-09-03,93895.27326598999,58505.4209196,35389.85234639
2018-09-04,93378.57176518999,57988.71941879999,35389.85234639
2018-09-05,93358.85403284,57969.00168645,35389.85234639
2018-09-06,93252.85588203999,57863.003535649994,35389.85234639
2018-09-07,95465.28270288999,59782.9303565,35682.35234639
2018-09-10,94252.48182839,58570.129482,35682.35234639
2018-09-11,92763.83834879001,57081.48600240001,35682.35234639
2018-09-12,93339.93683849,57657.5844921,35682.35234639
2018-09-14,94183.06294903999,58500.71060264999,35682.35234639
2018-09-17,93997.62597863999,58315.27363225,35682.35234639
2018-09-18,92759.44694614,57077.09459975001,35682.35234639
2018-09-19,90708.18638314001,54473.634025750005,36234.55235739
2018-09-21,88888.93043939001,52654.378082,36234.55235739
2018-09-24,87156.37733409001,51166.9999927,35989.37734139
2018-09-25,87474.80101324001,50503.941255850004,36970.859757390004
2018-09-26,88132.50202914,51161.642271749995,36970.859757390004
2018-09-27,87160.84036479,50189.9806074,36970.859757390004
2018-09-28,87168.77410904001,50439.164351650004,36729.609757390004
2018-10-01,86669.66689389001,49940.0571365,36729.609757390004
2018-10-03,86086.45794304,49258.648188650004,36827.80975439001
2018-10-04,83603.10893054001,46429.60054415,37173.50838639001
2018-10-05,81732.72033034,44559.21194395,37173.50838639001
2018-10-08,82139.32682359,44965.8184372,37173.50838639001
2018-10-09,82370.46296494,24436.69999,57933.76297494001
2018-10-10,81889.10294694001,23742.039972,58147.06297494001
2018-10-11,81139.11299494002,22992.050020000002,58147.06297494001
2018-10-12,80724.36264794001,51586.498978999996,29137.863668940012
2018-10-15,81215.59363294001,51281.729964,29933.863668940012
2018-10-16,83505.09471994001,53766.391044799995,29738.703675140012
2018-10-17,81892.59564834002,52153.89197320001,29738.703675140012
2018-10-19,81095.85265854001,51357.148983399995,29738.703675140012
2018-10-22,79849.82472374,50111.1210486,29738.703675140012
2018-10-23,78506.83437754001,48768.1307024,29738.703675140012
2018-10-24,77794.76425734002,48056.06058220001,29738.703675140012
2018-10-25,79250.69263414001,48813.988958999995,30436.703675140012
2018-10-26,79165.21116394001,49325.34046146,29839.870702480013
2018-10-29,80058.21942682001,50218.34872434,29839.870702480013
2018-10-30,80186.43968652001,50346.56898404,29839.870702480013
2018-10-31,79794.08783676001,49954.21713428,29839.870702480013
2018-11-01,80435.4164789,50595.54577642,29839.870702480013
2018-11-02,79589.05331500001,49749.18261252,29839.870702480013
2018-11-05,79358.62166854001,49361.95096606,29996.670702480013
2018-11-06,79091.59695408001,49094.9262516,29996.670702480013
2018-11-07,79612.47955698002,49615.80885450001,29996.670702480013
2018-11-09,79353.09404488001,49356.4233424,29996.670702480013
2018-11-12,79107.93936622,49111.26866374,29996.670702480013
2018-11-13,79187.16731722001,49190.49661474,29996.670702480013
2018-11-14,79198.51150782002,49201.84080534,29996.670702480013
2018-11-15,79163.73613810001,49167.06543562,29996.670702480013
2018-11-16,79580.03202482002,49583.36132234,29996.670702480013
2018-11-19,79722.30835500002,49725.63765252,29996.670702480013
2018-11-20,80126.33247354001,50129.66177106,29996.670702480013
2018-11-21,80112.87801886,50116.207316379994,29996.670702480013
2018-11-22,79691.40561956001,49694.73491708,29996.670702480013
2018-11-26,80227.18161448001,50230.510912,29996.670702480013
2018-11-27,79882.80803518002,49886.137332700004,29996.670702480013
2018-11-28,77737.86060432001,47741.18990184,29996.670702480013
2018-11-29,78281.78919704001,48285.118494559996,29996.670702480013
2018-11-30,79231.52584130001,49234.85513882,29996.670702480013
2018-12-03,77899.44836576002,47902.77766328001,29996.670702480013
2018-12-04,78949.48950304001,48792.848967,30156.640536040013
2018-12-05,78292.56051904001,48135.919983,30156.640536040013
2018-12-06,77766.78935604001,47610.148819999995,30156.640536040013
2018-12-07,76186.31998704001,46029.679450999996,30156.640536040013
2018-12-10,74036.68110304001,43880.040567000004,30156.640536040013
2018-12-11,73511.52983204002,43354.889296,30156.640536040013
2018-12-12,74159.83056804002,44003.190032000006,30156.640536040013
